year,ratio
-11,0.03300141257291396
-10,0.03358454280450546
-9,0.03349498945354607
-8,0.034655868269638596
-7,0.04825929936891274
-6,0.04786071996021386
-5,0.046894476222220254
-4,0.04682161042815062
-3,0.04275683743012536
-2,0.0429313896792535
-1,0.042954193381045246
0,0.042696496858471614
1,0.0422892965144953
2,0.04194450747203586
3,0.04141404336660112
4,0.041421815660094584
5,0.04111680751822031
6,0.04000657164017264
7,0.03955643616946174
8,0.051487371846835585
9,0.051621612005383385
10,0.05162461577518376
11,0.05051183685093449
12,0.038004776308911976
13,0.12627047501136338
14,0.057127581737300606
15,0.05090294510600908
16,0.04893071365014456
17,0.050426576745900197
18,0.06939309552528307
19,0.049428783101111484
20,0.05174518955875206
21,0.04186455192026749
22,0.04003600165702907
23,0.04168862763891818
24,0.020116638426977345
25,0.020132776654308144
26,0.019871995594532375
27,0.019944327485240772
28,0.020688929157472506
29,0.021792282247002772
30,0.019288603405030327
31,0.020941323327373598
32,0.021394306787420794
33,0.0282719312629339
34,0.034584740328900986
35,0.028914072784805567
36,0.027222386609864646
37,0.034059474035285836
38,0.033275596152758644
39,0.029692876974408134
40,0.029583209505012985
41,0.022080683946146835
42,0.026554320779850014
43,0.025120355265580648
44,0.024908371579460402
45,0.025539924749091367
46,0.0241317764436939
47,0.024096013668318608
48,0.023679268814814376
49,0.023866874505050633
50,0.022612114046992586
51,0.023198505674453307
52,0.02255935512771389
53,0.020191179098167988
54,0.020314189853275006
55,0.02040672977833852
56,0.022687522598392858
57,0.01640276029908172
58,0.022110753967122983
59,0.023232456605276976
60,0.022696195650904433
61,0.021387203449601953
62,0.020205159118507933
63,0.019500716669412565
64,0.018990105592659363
65,0.018336536835833563
66,0.01538038010559009
67,0.014844460969291583
68,0.015140389468352684
69,0.01765775206246268
70,0.016503476349074245
71,0.015747071526952414
72,0.01652661089656075
73,0.01729787920686295
74,0.01229923564203929
75,0.011590252483321808
76,0.011925016313964724
77,0.011882311575441335
78,0.01153410211469473
79,0.012326993086967544
80,0.012213174409070285
81,0.009408464831313312
82,0.009605156906012463
83,0.01176756892235737
84,0.011622223340315901
85,0.011176044165030322
86,0.010438691309124974
87,0.01047064691842211
88,0.00996449642248896
89,0.009720709823613536
90,0.009673433790548306
91,0.009428553734115492
92,0.009250138759471484
93,0.009355081438981358
94,0.009486375487884936
95,0.009160404768721528
96,0.008995992667069132
97,0.009468839883012434
98,0.01079305742400749
99,0.010257152093327754
100,0.00938761521270447
101,0.00821621393334313
102,0.007982117590507062
103,0.006541966304543644
104,0.006125659121024668
105,0.006234381447968674
106,0.006195868298983573
107,0.005098020450773843
108,0.004919348434402529
109,0.005368232900673637
110,0.00482527119607763
111,0.0051209149989233736
112,0.011853180938691168
113,0.011595526004723838
114,0.013015656289682022
115,0.01145685540564054
116,0.009140312718850421
117,0.0082925195646525
118,0.008651471486292153
119,0.007831361296669651
120,0.007232037680274658
121,0.00708238162063325
122,0.006746151881400198
123,0.0054884406408519295
124,0.004946515495390668
125,0.00501411863024962
126,0.0049621408004717794
127,0.002866316217875662
128,0.003088945806106086
129,0.0025077891441064155
130,0.0016939892537842797
131,0.0016582664955350351
132,0.0019695981044431108
133,0.0016614984724710265
134,0.0016026240891624764
135,0.0013675817466399277
136,0.000982018503770296
137,0.0011029616500995729
138,0.0010516808070265863
139,0.0009890429765282952
140,0.0009019657044260058
141,0.0007220917696709559
142,0.0006619560539038727
143,0.0006440445361452847
144,0.0005965368111048523
145,0.0020212132017868117
146,0.0015956437762798667
147,0.001692904779204155
148,0.0013380138179384478
149,0.0016903761183317178
150,0.0016851775172772978
151,0.0015113764188274406
152,0.0014780993259919254
153,0.001486747572380418
154,0.0015737332817598682
155,0.001680233330175804
156,0.001539341332031805
157,0.0020112210206581498
158,0.002153227350035153
159,0.0015619093355498392
160,0.0014600111755211167
161,0.0021828894499156546
162,0.0026500556819257746
163,0.002178888279734651
164,0.0021692985966336753
165,0.0024616672821900056
166,0.0026094742409572564
167,0.0023638788988737487
168,0.002873051827269568
169,0.0028315388150681347
170,0.0024713492030888104
171,0.002411718237646658
172,0.0024125032383610816
173,0.0023548089511668414
174,0.0021502256439561713
175,0.0018915017526519285
176,0.0018170284398400431
177,0.0018198988017958714
178,0.0018866537797374576
179,0.0018786278717083935
180,0.0004437321055347134
181,0.000474232868628387
182,0.0007647561720954362
183,0.0006943334629280399
184,0.0008010110419141349
185,0.0007773721013307291
186,0.0007588759383641403
187,0.0006605728583798716
188,0.000687106330164325
189,0.0007482323333197249
190,0.0007728034856005834
191,0.0007674767003925365
192,0.000768131781572719
193,0.000702075476445269
194,0.0006975800890544012
195,0.0007513943561125137
196,0.0007721601984989496
197,0.0007961112531430066
198,0.0003189760299905081
199,0.00041107492462831536
200,0.00048091847597932626
201,0.0004838337005956351
202,0.0005393777043286608
203,0.0005340193077521167
204,0.0005347699299617089
205,0.0004571410276103807
206,0.00038051567710928737
207,0.0003993507002059784
208,0.0004559614318216801
209,0.0004310076998365774
210,0.0003727710704819811
211,0.0005588852349076098
212,0.0007132298322413636
213,0.0008043659680484664
214,0.0006592092771677396
215,0.0006532287812268418
216,0.0006655595376624357
217,0.0006308813919525644
218,0.0006125095382179404
219,0.0006112123621553866
220,0.0005721424987851317
221,0.000601273089840309
222,0.0004361561509829778
223,0.0005126514002804262
224,0.000516021758857258
225,0.0006099071956366868
226,0.0005526203204014587
227,0.0005924500063773286
228,0.0003430336572236657
229,0.00035380975191349584
230,0.00029951254636489423
231,0.00030940593926292884
232,0.0003399298249524191
233,0.00030228490530909824
234,0.0003406659033042111
235,0.00035293413580038814
236,0.00042661938285899954
237,0.0004154474094508861
238,0.0004521336760012208
239,0.0005105109776964578
240,0.00046284133723172494
241,0.0004976421726340085
242,0.00041465327414238844
243,0.0006755529528444575
244,0.0006530640984865917
245,0.0007659293415437095
246,0.0006033022959154661
247,0.0004914099562033313
248,0.0007736984372331771
249,0.0005050914698489147
250,0.0005746089119586589
251,0.0005226119613326336
252,0.00046490812294344664
253,0.000540113236308789
254,0.0005199443022128136
255,0.00045500089599844737
256,0.00038728751989479843
257,0.0001618898203065142
258,0.0015996190914205491
259,0.001880696431513266
260,0.0017356130383647786
261,0.001927306955270385
262,0.0017993786468665377
263,0.0017554176740274654
264,0.0016882193353105629
265,0.0010092821731835515
266,0.0008820382283871395
267,0.00046619344466462007
268,0.0005375247241711272
269,0.0005789407350621508
270,0.0005575334280557446
271,0.00043600036734137187
272,0.000478373626373618
273,0.0003438274442570492
274,0.00036212650128396995
275,0.0003874273234212898
276,0.0001099812709531955
277,0.00012540207348523145
278,0.00042910273677657443
279,0.00030801899163515985
280,0.00037912420412151727
281,0.0001596393571052654
282,0.00018878841494463902
283,0.0002375862421731569
284,0.0003901347794160736
285,0.0003455679076227944
286,0.00044932479527713936
287,0.00042484536433127004
288,0.00023322795086884132
289,0.00021718599897256187
290,0.00011968691108098125
291,0.00031881452877053333
292,0.00015916197001090377
293,0.0003563578146984554
294,0.0001948353058471336
295,0.00021413468129274582
296,0.00020836974156405072
297,0.00030105313533472256
298,0.0003001217842402386
299,0.00034076745770396914
300,0.00018490582116089887
301,0.00019465746253199856
302,0.00025445535624816156
303,0.0005719828042392029
304,0.00008677447256387095
305,0.00006724926652100597
306,0.00011523824878665573
307,0.00013438513311359032
308,0.00014878354800077574
309,0.00020457655241649817
310,0.00018875839026978212
311,0.00031553799703286925
312,0.0003592422068916218
313,0.0003058684908954084
314,0.0003599188053898517
315,0.00030177048859754424
316,0.00028111541274670863
317,0.00019786417687568097
318,0.0003330064259149384
319,0.0003437756368186752
320,0.00021292158757323088
321,0.0003693100472794899
322,0.0003508938247861416
323,0.00036840573107672984
324,0.0003934602558858726
325,0.0005588622695283338
326,0.0004119891963288631
327,0.0004313771359503814
328,0.00044092465767444597
329,0.0004577335962429793
330,0.0007049530782658273
331,0.0007755270874164958
332,0.0008489529999140195
333,0.004711091167126683
334,0.00509338551224465
335,0.004349635574879594
336,0.004068911108989308
337,0.009016308716247748
338,0.008816471518893424
339,0.008040803402502556
340,0.008257378207106082
341,0.00466021811764944
342,0.004506859272386888
343,0.006514111677326682
344,0.006761797439611978
345,0.005854839013974636
346,0.0015439354709589662
347,0.002683878855632455
348,0.002280456548681924
349,0.0024538563327080347
350,0.02676109334789304
351,0.0018607246998267172
352,0.0018510765521448144
353,0.0015711189854018045
354,0.0012326001683321778
355,0.0008233295753520856
356,0.00023254689426357888
357,0.00024324695252376401
358,0.0003216114308116658
359,0.00026860873465035925
360,0.0003931209981857835
361,0.0006429953289119378
362,0.0006618511662092268
363,0.0005119012836345965
364,0.000511763695831345
365,0.0005221892680962732
366,0.0005690205348615245
367,0.0003103221772938431
368,0.0002592949473805204
369,0.00034571471303645074
370,0.0005316775676578387
371,0.0005708815858087396
372,0.000615781953027997
373,0.00046709949570592
374,0.00047775665966081254
375,0.00047273290546179616
376,0.0004320171904624207
377,0.0005882055779698691
378,0.0006502512189961323
379,0.000367805638935301
380,0.0003488970799928
381,0.0001326652875723312
382,0.00018380596173049116
383,0.00015990382440234032
384,0.00013347148792228883
385,0.00013460467381413993
386,0.
387,0.
388,0.00022201803932208589
