year,ratio
-11,0.014892606788050981
-10,0.014254775206651443
-9,0.013637464441886332
-8,0.013963230074960897
-7,0.013456804398898464
-6,0.014177481068848636
-5,0.014472161673607637
-4,0.01450096475944655
-3,0.012395968944972746
-2,0.0131233696979664
-1,0.013124713004758837
0,0.01323484300500642
1,0.013178799495984514
2,0.01305244418532313
3,0.012924062245423132
4,0.012944927975173732
5,0.012899196944139303
6,0.012578543257177987
7,0.01235561647633085
8,0.012411516663612428
9,0.012429483995999486
10,0.012515222225656524
11,0.01265436889191248
12,0.02084806013348528
13,0.016532450327362377
14,0.019559639842384485
15,0.014710110406644383
16,0.014185320019219266
17,0.013272872451204152
18,0.016595289183844168
19,0.017125603771420937
20,0.013855160133109
21,0.01067437492764234
22,0.009983873989009224
23,0.009659689867617654
24,0.008407275504924218
25,0.008412211773381065
26,0.009615307981574908
27,0.009583936886919197
28,0.009083969692928146
29,0.009327763316367185
30,0.007654288268250135
31,0.007640383806687465
32,0.007251418094456156
33,0.01300597258871715
34,0.013335143920319243
35,0.011926301711808364
36,0.011454329855403926
37,0.010828619440489217
38,0.011604582531841143
39,0.01354429480965488
40,0.011395653655653513
41,0.00998442303918967
42,0.011097246066136697
43,0.011108612631242002
44,0.011439686318093145
45,0.011571118063870215
46,0.011649053214436796
47,0.011631789567294418
48,0.011440594799242523
49,0.011813336696381165
50,0.010966361748467972
51,0.011163711503562518
52,0.011534503793141668
53,0.010111989228828368
54,0.009879929046961035
55,0.009626409280399295
56,0.00977442990629175
57,0.0071983045692816106
58,0.008751320445002875
59,0.008797678592839342
60,0.00913104150396161
61,0.008021495414699967
62,0.008816855202595026
63,0.009041727435307024
64,0.008551180635097893
65,0.008766825140074626
66,0.00805908554467854
67,0.007974170223700762
68,0.007650595063529632
69,0.008398996079847848
70,0.007885033012981409
71,0.007597548398157017
72,0.01861358124365621
73,0.018713149807034073
74,0.021506324683906803
75,0.0210208651627028
76,0.0208799701875081
77,0.02093599586606611
78,0.02035633909244126
79,0.02377051131664213
80,0.022684714004691485
81,0.01612609026666189
82,0.01638967742242656
83,0.02065965238883579
84,0.020606300786678928
85,0.019218550271805853
86,0.018207298404209177
87,0.018205901295060722
88,0.016698824303713156
89,0.01665052190684538
90,0.01622725095324453
91,0.016243976192929586
92,0.016056903746168923
93,0.015233107674122845
94,0.02930681464238725
95,0.028004156281481042
96,0.02845908815320801
97,0.029742356862008868
98,0.03014327894063274
99,0.029556263806291675
100,0.027444388978057305
101,0.027505418038094302
102,0.027313469993382897
103,0.03088697404407082
104,0.031133880487683858
105,0.03264352187564862
106,0.033427114299911596
107,0.031828072052467495
108,0.031125543918457007
109,0.03609531371105938
110,0.036283662098497836
111,0.03904988843758384
112,0.038508015015292045
113,0.0386765588291995
114,0.03823260953965276
115,0.035844330277688734
116,0.031024605662716188
117,0.024755534149819302
118,0.02621646547798014
119,0.026726149369804126
120,0.02777934333455191
121,0.02742503194858159
122,0.027148204881074382
123,0.02709095303319242
124,0.03201605933214723
125,0.03520752429719965
126,0.03583125036931624
127,0.03289266503862088
128,0.03051098854125238
129,0.030387420044760343
130,0.037490581776634856
131,0.037855708558851765
132,0.032979695204501475
133,0.032658483397538095
134,0.03151527351400384
135,0.0291607359313731
136,0.029927369645134597
137,0.055372084184271475
138,0.06324474415383953
139,0.06543585469550735
140,0.057975261788515954
141,0.05629476011900947
142,0.056278456441568474
143,0.05479343423930717
144,0.06026222333315202
145,0.11111597872974362
146,0.12657467969914965
147,0.13034107205894216
148,0.10514932352307997
149,0.130343759176778
150,0.10385646397158955
151,0.09201385169962908
152,0.08849813256037856
153,0.0922008879982675
154,0.09266536198677373
155,0.06923135162918401
156,0.07284327734000057
157,0.07107270165449583
158,0.0868376150619766
159,0.09070855620342173
160,0.07310809654342705
161,0.07585927907176421
162,0.08971400171370289
163,0.05975332392835526
164,0.05488032018543926
165,0.06023956324576238
166,0.062208934693631715
167,0.05840970691881048
168,0.06167424014365045
169,0.06210072833301116
170,0.08516516661498567
171,0.08197949594917885
172,0.08244804157892954
173,0.08269587549070435
174,0.07152885536607563
175,0.06404017703490329
176,0.06643479919556775
177,0.06580445812291433
178,0.06664530106602296
179,0.06430923564096816
180,0.051482610143423084
181,0.07793276113104255
182,0.07409077469339886
183,0.07237025175624004
184,0.05652621812520339
185,0.053150756350833474
186,0.05354450783263176
187,0.04961102821263624
188,0.0633644160247048
189,0.061432625503268494
190,0.07032934254822297
191,0.072540191313573
192,0.07023524226050722
193,0.06658760048313751
194,0.06825536323581169
195,0.07152694224003667
196,0.06970420849546051
197,0.07023535968756559
198,0.06065171280357979
199,0.06703841585819384
200,0.08985471053759346
201,0.08938486408305907
202,0.0854161501235463
203,0.07866345783946278
204,0.07548325705290634
205,0.07002028680277947
206,0.05795146405814176
207,0.06062087150696799
208,0.061916306165849595
209,0.0640756791501165
210,0.05291636666890622
211,0.05638555962722031
212,0.04604922440185489
213,0.0436319411883162
214,0.03550490940377523
215,0.03576871805484145
216,0.03309058413802953
217,0.03127836176066266
218,0.029519523123004328
219,0.028837314800405373
220,0.0272625025335915
221,0.027319791830519496
222,0.02225941066645815
223,0.022384328690601994
224,0.02052201423201071
225,0.0201618912458275
226,0.020058571788231436
